order_id,customer_id,product_id,store_id,quantity,unit_price,discount,order_date,payment_method,status,raw_notes,customer_name,customer_email,customer_city,customer_age,product_name,category,brand,store_name,store_city,store_manager
1142,1096,229,310,2,402.38,0.14,2025-01-29,Credit Card,Completed,Many your course marriage.,Kimberly Ayers,princejohn@white.com,Nakuru,68,Bed,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
3053,1022,229,310,2,434.87,0.18,2024-07-13,Mobile Money,Cancelled,Modern station tax meeting.,Sharon Mccarthy,marklam@yahoo.com,Nakuru,51,Bed,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
2800,1008,229,310,3,484.78,0.13,2025-03-14,Mobile Money,Cancelled,Know side pretty amount hotel speech money exactly.,Austin Hensley,ybrooks@garrison.biz,Nakuru,39,Bed,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
4474,1012,229,310,4,450.97,0.04,2024-11-28,Credit Card,Completed,Food prevent eight black dog.,Richard Mckenzie,hwilson@adams.org,Eldoret,49,Bed,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
104,1017,229,310,2,195.0,0.13,2024-11-30,Credit Card,Cancelled,Change author expect important discussion go.,Nicole Hamilton,ramirezmary@yahoo.com,Nakuru,34,Bed,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
3417,1056,229,310,2,189.78,0.07,2024-08-22,Mobile Money,Completed,Never really three reflect.,David Bass,jason41@gmail.com,Mombasa,64,Bed,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
1350,1003,227,310,4,18.67,0.16,2024-09-16,Credit Card,Completed,Mouth there article sing.,Michael Welch,colsen@george-perkins.com,Mombasa,35,Want,Toys,BrandA,Wheeler Inc,Kisumu,Mark Fox
3219,1098,227,310,4,354.38,0.12,2024-08-15,Cash,Cancelled,Especially own within fast fly clearly smile.,Brittney Dudley,qmason@trevino-brown.info,Nairobi,39,Want,Toys,BrandA,Wheeler Inc,Kisumu,Mark Fox
2778,1021,227,310,3,478.9,0.02,2024-12-16,Mobile Money,Pending,Cause total put maybe others value manager.,Shannon Lopez,gespinoza@cook-brown.com,Eldoret,56,Want,Toys,BrandA,Wheeler Inc,Kisumu,Mark Fox
1684,1028,227,310,1,223.16,0.01,2024-07-20,Credit Card,Pending,Board to say organization life skill lay time.,Kelli Powell,michaeljohnson@gmail.com,Mombasa,61,Want,Toys,BrandA,Wheeler Inc,Kisumu,Mark Fox
375,1039,227,310,3,247.55,0.19,2025-03-08,Cash,Pending,Site when term fall wife.,Dylan Davis,monicachang@gmail.com,Mombasa,55,Want,Toys,BrandA,Wheeler Inc,Kisumu,Mark Fox
3298,1039,227,310,2,322.66,0.15,2024-11-13,Credit Card,Pending,House course manage nor hundred author collection.,Dylan Davis,monicachang@gmail.com,Mombasa,55,Want,Toys,BrandA,Wheeler Inc,Kisumu,Mark Fox
4479,1046,227,310,3,22.01,0.02,2024-12-12,Mobile Money,Completed,Exist couple down my scene their scientist.,Russell Sims Jr.,laura71@pierce-schmidt.org,Nairobi,42,Want,Toys,BrandA,Wheeler Inc,Kisumu,Mark Fox
4421,1051,227,310,2,463.5,0.17,2024-04-25,Credit Card,Pending,Rate available three but single oil opportunity.,Katherine Robinson,shawnharrell@hotmail.com,Nakuru,44,Want,Toys,BrandA,Wheeler Inc,Kisumu,Mark Fox
2162,1013,227,310,2,169.71,0.0,2024-08-06,Credit Card,Cancelled,Republican step find consumer opportunity piece citizen.,Mr. Kenneth Miller,alvarezchristian@delacruz.com,Kisumu,42,Want,Toys,BrandA,Wheeler Inc,Kisumu,Mark Fox
2569,1091,231,310,5,219.08,0.02,2024-12-15,Mobile Money,Cancelled,Picture record of skin particularly around threat their.,Matthew Wright,dustin11@hotmail.com,Nakuru,35,Many,Clothing,BrandC,Wheeler Inc,Kisumu,Mark Fox
3408,1044,231,310,4,412.91,0.14,2024-06-18,Mobile Money,Cancelled,Network camera back easy.,Taylor Singleton PhD,jenniferdaniels@yahoo.com,Mombasa,65,Many,Clothing,BrandC,Wheeler Inc,Kisumu,Mark Fox
3685,1044,231,310,5,273.2,0.06,2024-08-09,Cash,Cancelled,Consumer former own man military interview.,Taylor Singleton PhD,jenniferdaniels@yahoo.com,Mombasa,65,Many,Clothing,BrandC,Wheeler Inc,Kisumu,Mark Fox
875,1025,231,310,4,383.84,0.11,2024-09-29,Cash,Pending,Sound relate best against with.,William Vazquez,ghunter@gmail.com,Nairobi,32,Many,Clothing,BrandC,Wheeler Inc,Kisumu,Mark Fox
4816,1025,231,310,1,30.98,0.12,2024-09-17,Credit Card,Completed,Nice then person.,William Vazquez,ghunter@gmail.com,Nairobi,32,Many,Clothing,BrandC,Wheeler Inc,Kisumu,Mark Fox
301,1034,231,310,1,386.29,0.19,2025-04-22,Credit Card,Cancelled,Watch senior thought and list read large.,Mary Morgan,udawson@hotmail.com,Mombasa,70,Many,Clothing,BrandC,Wheeler Inc,Kisumu,Mark Fox
1663,1016,231,310,1,190.85,0.18,2024-06-08,Credit Card,Pending,Economy top can read name.,Tammy Harper,kennethmays@yahoo.com,Kisumu,41,Many,Clothing,BrandC,Wheeler Inc,Kisumu,Mark Fox
613,1003,249,310,4,386.18,0.11,2025-02-25,Cash,Cancelled,Artist tend not what pull finish within eat.,Michael Welch,colsen@george-perkins.com,Mombasa,35,Able,Clothing,BrandB,Wheeler Inc,Kisumu,Mark Fox
4849,1080,249,310,2,322.55,0.15,2024-05-15,Mobile Money,Completed,Half little serious deal speech economic.,Nicholas Andrews,becky11@yahoo.com,Mombasa,60,Able,Clothing,BrandB,Wheeler Inc,Kisumu,Mark Fox
3273,1067,249,310,1,133.82,0.11,2024-09-28,Mobile Money,Cancelled,Candidate speak one.,Kenneth Garcia,udunn@gmail.com,Eldoret,39,Able,Clothing,BrandB,Wheeler Inc,Kisumu,Mark Fox
808,1023,249,310,3,420.7,0.01,2025-03-08,Mobile Money,Completed,He face adult.,Mrs. Jessica Robinson,mcgrathchristopher@hall-green.com,Nakuru,61,Able,Clothing,BrandB,Wheeler Inc,Kisumu,Mark Fox
43,1005,249,310,3,218.65,0.1,2024-10-08,Cash,Pending,Scientist probably beautiful security add else southern service.,Elizabeth Rodriguez,harttravis@yahoo.com,Kisumu,68,Able,Clothing,BrandB,Wheeler Inc,Kisumu,Mark Fox
4246,1005,249,310,3,453.54,0.16,2024-12-31,Cash,Cancelled,Throw degree wide stuff college shoulder child.,Elizabeth Rodriguez,harttravis@yahoo.com,Kisumu,68,Able,Clothing,BrandB,Wheeler Inc,Kisumu,Mark Fox
2649,1029,249,310,4,71.54,0.13,2024-11-22,Mobile Money,Pending,Theory environment use second a guess seek Congress.,Emma Foster,tabithanavarro@gmail.com,Nakuru,51,Able,Clothing,BrandB,Wheeler Inc,Kisumu,Mark Fox
1098,1048,249,310,4,103.19,0.05,2024-11-12,Mobile Money,Pending,Be situation leg ok population continue life.,Matthew Miller,nicholasharper@gmail.com,Eldoret,69,Able,Clothing,BrandB,Wheeler Inc,Kisumu,Mark Fox
3756,1077,249,310,4,97.85,0.03,2024-10-21,Credit Card,Cancelled,Team picture remember buy important picture.,Kimberly Pratt,patrick88@hogan.com,Nairobi,69,Able,Clothing,BrandB,Wheeler Inc,Kisumu,Mark Fox
2487,1004,210,310,3,474.84,0.01,2025-04-08,Mobile Money,Pending,Necessary wrong why specific social.,Jonathon Espinoza,randerson@banks.com,Mombasa,22,Unit,Toys,BrandC,Wheeler Inc,Kisumu,Mark Fox
3990,1018,210,310,1,382.14,0.01,2024-10-11,Mobile Money,Cancelled,Many boy because better effect hope more.,Brian Hamilton,mark23@gmail.com,Mombasa,48,Unit,Toys,BrandC,Wheeler Inc,Kisumu,Mark Fox
2442,1011,210,310,1,329.45,0.1,2024-05-26,Mobile Money,Cancelled,About weight good air.,Isaiah Morales,nancy66@brown-rhodes.org,Mombasa,62,Unit,Toys,BrandC,Wheeler Inc,Kisumu,Mark Fox
2290,1035,210,310,5,463.34,0.16,2024-10-09,Cash,Cancelled,Its recognize few stage.,Raymond Brown,deborahcox@davis.org,Mombasa,29,Unit,Toys,BrandC,Wheeler Inc,Kisumu,Mark Fox
3089,1052,210,310,4,447.38,0.19,2024-10-08,Credit Card,Completed,Mrs important fear impact indicate identify cut yeah.,Eric Gibson,fhunt@peterson.com,Mombasa,26,Unit,Toys,BrandC,Wheeler Inc,Kisumu,Mark Fox
1990,1034,210,310,3,57.87,0.06,2024-10-29,Mobile Money,Pending,Reveal partner door although thought.,Mary Morgan,udawson@hotmail.com,Mombasa,70,Unit,Toys,BrandC,Wheeler Inc,Kisumu,Mark Fox
4670,1055,210,310,2,451.89,0.0,2024-05-04,Mobile Money,Cancelled,Down conference bag indicate.,Paul Walter,fcampbell@yahoo.com,Nairobi,47,Unit,Toys,BrandC,Wheeler Inc,Kisumu,Mark Fox
3286,1068,250,310,5,278.3,0.01,2025-01-09,Cash,Completed,Work better still take show leader method.,Madison Garner,andrewwells@nash.com,Eldoret,19,Great,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
3377,1099,250,310,5,425.92,0.1,2024-11-20,Cash,Completed,Short rate rest meeting power customer.,Teresa Taylor MD,justin36@grant.com,Eldoret,58,Great,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
3086,1009,250,310,1,213.54,0.06,2025-03-02,Mobile Money,Pending,Boy trial step responsibility share.,Tonya Wright,lmaynard@smith-lawson.com,Mombasa,30,Great,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
3582,1001,250,310,4,296.69,0.17,2025-04-05,Credit Card,Cancelled,Fish buy game film feel.,Patrick Campbell,birdtonya@dunlap.com,Nakuru,61,Great,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
3965,1001,250,310,5,31.16,0.09,2024-06-08,Credit Card,Cancelled,Deal position watch political truth close.,Patrick Campbell,birdtonya@dunlap.com,Nakuru,61,Great,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
4014,1042,250,310,5,189.42,0.02,2025-03-27,Mobile Money,Cancelled,Rise friend size value even.,Tammy English,jeremybird@cunningham-wright.com,Nairobi,28,Great,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
4159,1051,250,310,4,238.87,0.11,2025-04-03,Credit Card,Completed,Politics bad work what.,Katherine Robinson,shawnharrell@hotmail.com,Nakuru,44,Great,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
188,1092,250,310,3,111.13,0.08,2024-11-07,Cash,Completed,Special enjoy dinner similar himself responsibility accept.,Ryan Walker,carla19@gmail.com,Mombasa,61,Great,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
4223,1048,250,310,1,404.1,0.16,2024-12-31,Credit Card,Cancelled,Energy money also international include short wide.,Matthew Miller,nicholasharper@gmail.com,Eldoret,69,Great,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
2946,1100,250,310,1,339.68,0.13,2025-04-16,Credit Card,Completed,Five majority world conference.,Gary Yates,carrie48@hotmail.com,Nakuru,54,Great,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
1413,1084,243,310,3,495.75,0.18,2024-05-22,Cash,Cancelled,Serve board local.,Heather Mora,qweaver@fuller-jones.com,Kisumu,35,Scene,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
322,1073,243,310,1,478.6,0.11,2024-06-20,Credit Card,Completed,Certainly recent few yard life real few.,Lindsey Terry,meganmonroe@hotmail.com,Nairobi,30,Scene,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
3702,1008,243,310,1,79.95,0.18,2025-02-24,Mobile Money,Completed,Field side cold.,Austin Hensley,ybrooks@garrison.biz,Nakuru,39,Scene,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
3804,1004,243,310,5,154.86,0.08,2024-11-13,Cash,Completed,Mother cell marriage.,Jonathon Espinoza,randerson@banks.com,Mombasa,22,Scene,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
4513,1004,243,310,5,222.71,0.01,2024-06-27,Cash,Cancelled,Student figure hard support production street loss wall.,Jonathon Espinoza,randerson@banks.com,Mombasa,22,Scene,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
2792,1089,243,310,3,340.24,0.08,2024-12-27,Cash,Completed,Character lot describe reduce age boy medical.,Alexis Barrera,amanda86@yahoo.com,Nairobi,39,Scene,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
820,1051,243,310,3,128.23,0.07,2024-07-23,Mobile Money,Cancelled,Establish something civil detail early raise.,Katherine Robinson,shawnharrell@hotmail.com,Nakuru,44,Scene,Furniture,BrandC,Wheeler Inc,Kisumu,Mark Fox
1899,1091,226,310,1,60.76,0.08,2024-12-16,Cash,Completed,Couple food everything could.,Matthew Wright,dustin11@hotmail.com,Nakuru,35,World,Toys,BrandD,Wheeler Inc,Kisumu,Mark Fox
1270,1001,226,310,5,277.78,0.18,2024-12-08,Mobile Money,Pending,Nation accept notice statement new call writer.,Patrick Campbell,birdtonya@dunlap.com,Nakuru,61,World,Toys,BrandD,Wheeler Inc,Kisumu,Mark Fox
4589,1090,226,310,5,366.22,0.03,2025-04-14,Cash,Pending,Bag indicate leave necessary sometimes audience market.,Nicholas Jenkins,lucerodeborah@walker.com,Kisumu,66,World,Toys,BrandD,Wheeler Inc,Kisumu,Mark Fox
3157,1097,226,310,5,195.26,0.09,2024-09-07,Cash,Completed,Agreement fly become sign color particular far.,James Manning,qreed@morrow.org,Kisumu,29,World,Toys,BrandD,Wheeler Inc,Kisumu,Mark Fox
2431,1074,226,310,4,455.33,0.11,2024-06-08,Cash,Pending,Administration player remember whether sure able.,Alexis Dixon,kristina43@reynolds.com,Eldoret,69,World,Toys,BrandD,Wheeler Inc,Kisumu,Mark Fox
4390,1048,226,310,1,55.91,0.11,2024-11-13,Credit Card,Pending,Market someone computer message improve why half.,Matthew Miller,nicholasharper@gmail.com,Eldoret,69,World,Toys,BrandD,Wheeler Inc,Kisumu,Mark Fox
4489,1070,217,310,5,277.48,0.02,2024-06-22,Credit Card,Cancelled,Democrat full movement set left catch.,Jessica Freeman,jamesreed@yahoo.com,Nairobi,21,Institution,Toys,BrandB,Wheeler Inc,Kisumu,Mark Fox
3055,1021,217,310,4,73.68,0.07,2024-11-11,Cash,Cancelled,Site yourself fund ability.,Shannon Lopez,gespinoza@cook-brown.com,Eldoret,56,Institution,Toys,BrandB,Wheeler Inc,Kisumu,Mark Fox
3107,1073,217,310,1,286.1,0.08,2025-04-20,Cash,Completed,Black Democrat ability beyond carry least particularly.,Lindsey Terry,meganmonroe@hotmail.com,Nairobi,30,Institution,Toys,BrandB,Wheeler Inc,Kisumu,Mark Fox
3837,1082,217,310,4,196.04,0.03,2024-05-31,Cash,Pending,Hotel ability card free add win.,Jesse Johnson,wmartinez@nunez.com,Nairobi,49,Institution,Toys,BrandB,Wheeler Inc,Kisumu,Mark Fox
4808,1053,217,310,4,260.44,0.13,2024-08-10,Mobile Money,Pending,Policy suddenly participant go.,Ashley Sims MD,sarahstrickland@hotmail.com,Kisumu,31,Institution,Toys,BrandB,Wheeler Inc,Kisumu,Mark Fox
2737,1050,217,310,2,434.04,0.14,2024-12-20,Cash,Cancelled,Summer beautiful until practice those concern.,Duane Thompson,tashamartin@rubio.com,Nakuru,70,Institution,Toys,BrandB,Wheeler Inc,Kisumu,Mark Fox
171,1086,214,310,5,34.31,0.03,2024-09-13,Cash,Completed,Level fire up country beyond popular leave.,Kyle Ramos,williamstraci@hotmail.com,Nakuru,54,Keep,Electronics,BrandD,Wheeler Inc,Kisumu,Mark Fox
4891,1033,214,310,5,241.95,0.09,2024-09-06,Credit Card,Cancelled,Key clear plant face make term.,Ronald Bradley,rubenmckay@krause-young.net,Mombasa,64,Keep,Electronics,BrandD,Wheeler Inc,Kisumu,Mark Fox
3681,1005,214,310,1,462.0,0.16,2025-03-09,Mobile Money,Pending,Expert activity team night heart heart.,Elizabeth Rodriguez,harttravis@yahoo.com,Kisumu,68,Keep,Electronics,BrandD,Wheeler Inc,Kisumu,Mark Fox
1666,1079,214,310,1,160.67,0.2,2024-11-21,Cash,Pending,Special special myself once region upon gas.,Jason Jensen,chendricks@stuart.org,Mombasa,19,Keep,Electronics,BrandD,Wheeler Inc,Kisumu,Mark Fox
2508,1004,214,310,4,106.76,0.07,2024-08-13,Cash,Completed,Cut probably political state future sign worry law.,Jonathon Espinoza,randerson@banks.com,Mombasa,22,Keep,Electronics,BrandD,Wheeler Inc,Kisumu,Mark Fox
3778,1027,214,310,1,213.76,0.03,2024-12-23,Credit Card,Pending,Rule as have probably despite may.,Mrs. Lori Russell,lhill@gmail.com,Kisumu,50,Keep,Electronics,BrandD,Wheeler Inc,Kisumu,Mark Fox
3251,1062,214,310,5,469.29,0.01,2024-06-29,Cash,Completed,Improve project home hotel.,Sheryl Carpenter,bjohnson@yahoo.com,Mombasa,67,Keep,Electronics,BrandD,Wheeler Inc,Kisumu,Mark Fox
4579,1048,214,310,4,103.75,0.02,2025-04-01,Credit Card,Completed,Over hit notice culture.,Matthew Miller,nicholasharper@gmail.com,Eldoret,69,Keep,Electronics,BrandD,Wheeler Inc,Kisumu,Mark Fox
4965,1063,214,310,3,393.34,0.14,2025-02-03,Mobile Money,Cancelled,Appear bag manage artist college.,Johnathan Thomas,latoya01@patterson.com,Kisumu,36,Keep,Electronics,BrandD,Wheeler Inc,Kisumu,Mark Fox
3152,1098,215,310,2,179.39,0.15,2025-02-13,Cash,Completed,Establish specific responsibility candidate too own first.,Brittney Dudley,qmason@trevino-brown.info,Nairobi,39,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
3439,1087,215,310,3,405.45,0.15,2025-03-02,Cash,Cancelled,Concern dinner feel man.,Lindsay Browning,halljacob@briggs-orr.org,Nakuru,62,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
1952,1059,215,310,3,466.5,0.1,2024-10-13,Credit Card,Completed,Sea foot rest listen different.,Brandon Nicholson,mary83@yahoo.com,Nakuru,22,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
4131,1008,215,310,4,429.92,0.18,2024-10-27,Cash,Pending,Claim article international student who.,Austin Hensley,ybrooks@garrison.biz,Nakuru,39,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
2806,1090,215,310,5,385.21,0.06,2024-06-13,Credit Card,Cancelled,Adult see trade beautiful relationship dream PM choice.,Nicholas Jenkins,lucerodeborah@walker.com,Kisumu,66,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
1346,1017,215,310,4,478.62,0.13,2024-07-11,Credit Card,Cancelled,Garden soldier each remember toward everybody success baby.,Nicole Hamilton,ramirezmary@yahoo.com,Nakuru,34,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
688,1095,215,310,4,211.61,0.06,2024-12-19,Cash,Completed,Leg reason final.,Mr. Robert Cole MD,bvalenzuela@smith.com,Kisumu,39,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
1322,1010,215,310,1,13.34,0.03,2025-03-30,Credit Card,Cancelled,Believe president those within ahead administration safe.,Katelyn Johnson,millerjennifer@gmail.com,Mombasa,25,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
4681,1051,215,310,2,202.81,0.11,2025-03-16,Mobile Money,Completed,Also management choose economy truth evidence human.,Katherine Robinson,shawnharrell@hotmail.com,Nakuru,44,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
4348,1097,215,310,1,381.22,0.02,2024-12-03,Cash,Cancelled,Whole or husband green chair Mr.,James Manning,qreed@morrow.org,Kisumu,29,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
2030,1060,215,310,1,17.22,0.07,2025-02-23,Mobile Money,Cancelled,Current score human.,Richard Day,raybrenda@yahoo.com,Eldoret,45,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
1071,1006,215,310,2,80.66,0.05,2025-03-03,Cash,Completed,Art benefit century.,Cassandra Perez,amber67@rodriguez.com,Nairobi,64,Peace,Furniture,BrandD,Wheeler Inc,Kisumu,Mark Fox
4881,1045,225,310,4,125.92,0.04,2024-12-15,Mobile Money,Completed,Page me dark my majority practice money cut.,Richard Roberts,tina04@noble.com,Eldoret,67,Cup,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
1072,1099,225,310,1,460.73,0.09,2025-04-21,Cash,Cancelled,Responsibility memory dog find various care.,Teresa Taylor MD,justin36@grant.com,Eldoret,58,Cup,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
1911,1099,225,310,2,437.61,0.1,2024-05-10,Mobile Money,Cancelled,Issue front well quickly can itself step.,Teresa Taylor MD,justin36@grant.com,Eldoret,58,Cup,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
4582,1054,225,310,1,95.16,0.13,2025-02-19,Credit Card,Cancelled,Blood right I head hold professor shake.,Joseph Smith,areed@yahoo.com,Kisumu,36,Cup,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
331,1037,225,310,5,216.35,0.11,2024-10-01,Credit Card,Completed,Can world beautiful no one.,Michelle Waters,tracy11@hotmail.com,Mombasa,40,Cup,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
4780,1005,225,310,3,82.0,0.17,2025-01-01,Cash,Cancelled,Design order reason always create both happy.,Elizabeth Rodriguez,harttravis@yahoo.com,Kisumu,68,Cup,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
943,1001,225,310,2,422.63,0.17,2024-07-03,Credit Card,Completed,Size skill middle truth fire.,Patrick Campbell,birdtonya@dunlap.com,Nakuru,61,Cup,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
2774,1082,225,310,2,265.98,0.18,2024-07-02,Mobile Money,Completed,Course PM safe research time wrong difficult.,Jesse Johnson,wmartinez@nunez.com,Nairobi,49,Cup,Groceries,BrandB,Wheeler Inc,Kisumu,Mark Fox
